id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region,profitability,risk_flag,income_to_loan_ratio,year_wise_default_rate_indicator
35256618,2014,01-11-2014,20-10-4670,10,MORTGAGE,3,Medium,116000,2,35000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.66,C,3,21.62,16639.74,11947.48,0,1190.45,leinster,-18360.26,1,3.3142857142857143,0.08
7377096,2013,01-09-2013,17-03-4917,6.05,MORTGAGE,3,Low,52800,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,BAD LOAN,1,11.99,B,2,18.27,5271.83,3205.92,954.83,332.1,munster,-4728.17,0,5.2800000000000000,0.14
1175241,2012,01-03-2012,23-07-4725,3,RENT,1,Low,35000,1,10400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,9.46,12454.5479,10400,0,346.03,ulster,2054.5479,1,3.3653846153846154,0.16
26067227,2014,01-09-2014,20-10-4670,2,MORTGAGE,3,Low,60000,1,11500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.29,D,4,12.24,6495.36,4431.52,0,405.96,leinster,-5004.64,1,5.2173913043478261,0.08
36201719,2014,01-12-2014,20-12-4971,3,RENT,1,Low,41200,1,10975, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.66,C,3,22.08,12371.39,10975,0,253.44,Northern-Irl,1396.39,1,3.7539863325740319,0.08
4177197,2013,01-04-2013,29-10-4889,10,RENT,1,Low,33000,1,1500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.27,C,3,30.18,1798.708984,1500,0,53.69,Northern-Irl,298.708984,1,22.0000000000000000,0.14
1389002,2012,01-07-2012,06-12-4752,4,RENT,1,Low,36500,1,18225, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,22.95,F,6,25.12,5565.18,1597.57,955.47,513.25,leinster,-12659.82,0,2.0027434842249657,0.16
1224753,2012,01-04-2012,25-04-4780,8,MORTGAGE,3,Low,61000,1,11000, 36 months,1,INDIVIDUAL,1,MAJOR_PURCHASE,8,Low,1,GOOD LOAN,0,6.62,A,1,14.5,12156.7416,11000,0,337.75,leinster,1156.7416,1,5.5454545454545455,0.16
6617794,2013,01-08-2013,20-10-4670,10,MORTGAGE,3,Medium,130000,2,18000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.88,C,3,15.39,12214.34,6666.18,0,436.58,Northern-Irl,-5785.66,1,7.2222222222222222,0.14
974740,2011,01-10-2011,26-01-4835,8,OWN,2,Low,35000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.91,B,2,14.09,9266.077664,8000,0,257.8,Northern-Irl,1266.077664,1,4.3750000000000000,0.15
34883696,2014,01-11-2014,25-04-4780,5,OWN,2,Low,82000,1,4000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.44,B,2,23.94,4233.01,4000,0,131.79,Northern-Irl,233.01,1,20.5000000000000000,0.08
7701184,2013,01-10-2013,25-04-4780,8,MORTGAGE,3,Low,56000,1,4000, 36 months,1,INDIVIDUAL,1,MEDICAL,9,High,2,BAD LOAN,1,15.1,C,3,20.34,2638.14,1886.66,0,138.86,leinster,-1361.86,0,14.0000000000000000,0.14
1108622,2012,01-01-2012,06-03-4698,6.05,OWN,2,Low,25200,1,5100, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.65,B,2,19.86,5978.648647,5100,0,166.13,munster,878.648647,1,4.9411764705882353,0.16
659483,2011,01-01-2011,05-03-4698,0.5,RENT,1,Low,50000,1,7500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.4,E,5,13.34,9541.74,7500,0,265.17,ulster,2041.74,1,6.6666666666666667,0.15
33360336,2014,01-11-2014,23-07-4725,0.5,RENT,1,Low,33000,1,5000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.99,B,2,8.87,5209.11,5000,0,166.05,leinster,209.11,1,6.6000000000000000,0.08
8135836,2013,01-11-2013,20-12-4971,2,RENT,1,Low,32000,1,10000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,16.2,C,3,27.04,8831.48,6418.39,0,352.56,leinster,-1168.52,1,3.2000000000000000,0.14
1394222,2012,01-07-2012,17-03-4917,4,RENT,1,Low,62000,1,18000, 60 months,2,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,13.11,B,2,11.73,22408.99874,18000,0,410.57,ulster,4408.99874,1,3.4444444444444444,0.16
8567670,2013,01-11-2013,20-10-4670,10,MORTGAGE,3,Low,34000,1,9950, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.99,B,2,19.94,8591.23,6820.21,0,330.44,cannught,-1358.77,1,3.4170854271356784,0.14
597702,2010,01-10-2010,16-10-4670,10,RENT,1,Low,72000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.75,B,2,12.05,6631.13,6000,0,195.73,Northern-Irl,631.13,1,12.0000000000000000,0.15
5771229,2013,01-06-2013,10-09-4807,6.05,OWN,2,Low,80000,1,13000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,19.05,D,4,10.61,4051.08,1719.6,0,337.59,ulster,-8948.92,0,6.1538461538461538,0.14
3164852,2013,01-02-2013,20-10-4670,7,RENT,1,Low,40000,1,15000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.16,B,2,13.83,16979.9,14519.13,0,485.14,ulster,1979.9,1,2.6666666666666667,0.14
35116139,2014,01-11-2014,20-10-4670,3,RENT,1,Low,37000,1,2400, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.49,B,2,21.67,1074.91,853.47,0,76.87,cannught,-1325.09,1,15.4166666666666667,0.08
3365288,2013,01-03-2013,27-01-4835,10,MORTGAGE,3,Medium,140000,2,25000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.9,A,1,7.13,28395.35,25000,0,793.84,ulster,3395.35,1,5.6000000000000000,0.14
1129556,2012,01-02-2012,26-01-4835,10,MORTGAGE,3,Medium,110000,2,9850, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,6.62,A,1,4.87,10839.40291,9850,0,302.44,munster,989.40291,1,11.1675126903553299,0.16
27712236,2014,01-10-2014,14-06-4862,10,RENT,1,Medium,105000,2,6000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,12.49,B,2,10.51,6592.66,6000,0,200.7,ulster,592.66,1,17.5000000000000000,0.08
1462226,2012,01-08-2012,14-06-4862,0.5,MORTGAGE,3,Low,68000,1,6500, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,8.9,A,1,24.45,7429.118297,6500,0,206.4,cannught,929.118297,1,10.4615384615384615,0.16
5784853,2013,01-06-2013,05-03-4698,10,MORTGAGE,3,Medium,111000,2,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.62,A,1,8.58,8274.75,8000,0,249.3,munster,274.75,1,13.8750000000000000,0.14
5940179,2013,01-10-2013,30-10-4889,2,RENT,1,Low,70000,1,9000, 36 months,1,INDIVIDUAL,1,MAJOR_PURCHASE,8,Low,1,GOOD LOAN,0,9.99,B,2,8.04,10226.04,9000,0,290.37,Northern-Irl,1226.04,1,7.7777777777777778,0.14
8945484,2013,01-11-2013,20-10-4670,4,RENT,1,Low,98000,1,10000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.99,B,2,18.44,8634.48,6854.54,0,332.1,leinster,-1365.52,1,9.8000000000000000,0.14
29854991,2014,01-10-2014,03-08-4944,6.05,MORTGAGE,3,Low,39000,1,12000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,25.38,13244.53,12000,0,392.81,ulster,1244.53,1,3.2500000000000000,0.08
806516,2011,01-07-2011,01-08-4944,0.5,RENT,1,Low,44000,1,3075, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,10.99,B,2,16.31,3589.3,3075,0,100.66,leinster,514.3,1,14.3089430894308943,0.15
6995563,2013,01-09-2013,02-08-4944,8,MORTGAGE,3,Low,40000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.35,B,2,24.69,6728.173368,6000,0,200.3,cannught,728.173368,1,6.6666666666666667,0.14
35793918,2014,01-11-2014,20-10-4670,0.5,MORTGAGE,3,Low,30000,1,1000, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,14.31,C,3,36.25,444.7,313.04,0,34.33,leinster,-555.3,1,30.0000000000000000,0.08
7668301,2013,01-10-2013,19-10-4670,0.5,RENT,1,Low,60000,1,15000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.1,C,3,6.42,17973.94916,15000,0,373.6,ulster,2973.94916,1,4.0000000000000000,0.14
27522201,2014,01-10-2014,20-10-4670,4,RENT,1,Low,33000,1,10000, 36 months,1,INDIVIDUAL,1,MEDICAL,9,High,2,GOOD LOAN,0,13.98,C,3,23.96,5105.78,3667.87,0,341.68,Northern-Irl,-4894.22,1,3.3000000000000000,0.08
6995354,2013,01-09-2013,20-10-4670,5,MORTGAGE,3,Low,55598,1,21000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.68,C,3,15.71,20005.44,15566.96,0,714.48,Northern-Irl,-994.56,1,2.6475238095238095,0.14
1113958,2012,01-02-2012,20-10-4670,9,RENT,1,Low,38985,1,16000, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.71,B,2,24.53,16600.74,11692.39,0,353.58,leinster,600.74,1,2.4365625000000000,0.16
4445246,2013,01-05-2013,05-03-4698,9,MORTGAGE,3,Low,56000,1,24925, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,13.11,B,2,15.92,27256.6,24925,0,568.53,Northern-Irl,2331.6,1,2.2467402206619860,0.14
5793721,2013,01-11-2013,20-10-4670,0.5,RENT,1,Low,60000,1,8000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.1,C,3,3.68,7220.72,5405.93,0,277.72,munster,-779.28,1,7.5000000000000000,0.14
2826807,2013,01-01-2013,20-10-4670,6,MORTGAGE,3,Low,47000,1,13200, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,18.66,15810.65978,13200,0,439.19,ulster,2610.65978,1,3.5606060606060606,0.14
1514275,2012,01-09-2012,26-01-4835,10,MORTGAGE,3,Low,52000,1,18000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.9,A,1,34.43,19899.70164,18000,0,563.23,Northern-Irl,1899.70164,1,2.8888888888888889,0.16
28532667,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Medium,103000,2,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.39,A,1,12.52,7091.25,5796.55,0,472.75,cannught,-7908.75,1,6.8666666666666667,0.08
443275,2009,01-09-2009,10-06-4862,1,MORTGAGE,3,Low,65500,1,2000, 36 months,1,INDIVIDUAL,1,OTHER,4,Low,1,GOOD LOAN,0,12.87,C,3,4.03,2349.6,2000,0,67.27,Northern-Irl,349.6,1,32.7500000000000000,0.14
1003208,2011,01-11-2011,20-10-4670,6.05,MORTGAGE,3,Low,68232,1,20000, 60 months,2,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,19.03,E,5,10.96,25871.64,15196.31,0,519.15,munster,5871.64,1,3.4116000000000000,0.15
34081797,2014,01-11-2014,20-10-4670,10,RENT,1,Low,27872,1,4000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.44,B,2,12.32,1842.52,1395.62,0,131.79,cannught,-2157.48,1,6.9680000000000000,0.08
1214405,2012,01-04-2012,06-03-4698,2,RENT,1,Low,60000,1,6000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.67,B,2,16.92,7340.611887,6000,0,204.11,munster,1340.611887,1,10.0000000000000000,0.16
35793998,2014,01-11-2014,20-12-4971,1,RENT,1,Low,70000,1,20000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.54,E,5,11.06,6648.11,2923.31,0,513.77,Northern-Irl,-13351.89,1,3.5000000000000000,0.08
1053728,2011,01-12-2011,19-12-4971,10,RENT,1,Low,77000,1,24000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,13.49,C,3,24.78,29301.28709,24000,0,814.34,ulster,5301.28709,1,3.2083333333333333,0.15
4787315,2013,01-05-2013,20-10-4670,6.05,MORTGAGE,3,Medium,120000,2,10000, 36 months,1,INDIVIDUAL,1,OTHER,4,High,2,GOOD LOAN,0,19.72,D,4,12.18,11840.11,8574.32,0,370.22,ulster,1840.11,1,12.0000000000000000,0.14
34954793,2014,01-12-2014,27-01-4835,10,RENT,1,Low,42000,1,16750, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,19.24,E,5,21.09,4294.31,2552.47,0,616.03,munster,-12455.69,0,2.5074626865671642,0.08
561027,2010,01-08-2010,14-06-4862,10,RENT,1,Low,53000,1,10000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.95,D,4,15.8,14558.95836,10000,0,242.92,Northern-Irl,4558.95836,1,5.3000000000000000,0.15
8754653,2013,01-11-2013,20-10-4670,0.5,MORTGAGE,3,Low,95000,1,8000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,8.9,A,1,27.17,6604.78,5560.49,0,254.03,ulster,-1395.22,1,11.8750000000000000,0.14
1296329,2012,01-05-2012,15-03-4917,6,MORTGAGE,3,High,204000,3,35000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,13.67,B,2,2.76,36540.15,35000,0,1190.62,cannught,1540.15,1,5.8285714285714286,0.16
31176582,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Low,64896,1,20000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.69,A,1,31.58,9974.34,8471.16,0,623.88,cannught,-10025.66,1,3.2448000000000000,0.08
8639349,2013,01-11-2013,20-10-4670,0.5,MORTGAGE,3,Low,48360,1,15000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.67,B,2,20.27,12521.96,10388.5,0,481.69,leinster,-2478.04,1,3.2240000000000000,0.14
3729730,2013,01-04-2013,27-01-4835,4,RENT,1,Low,30000,1,3000, 36 months,1,INDIVIDUAL,1,VACATION,11,High,2,GOOD LOAN,0,20.49,E,5,16.84,3972.2,3000,0,112.25,ulster,972.2,1,10.0000000000000000,0.14
33251065,2014,01-11-2014,20-10-4670,6,OWN,2,Low,70000,1,30000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.99,C,3,4.63,14127.87,10308.86,0,1010.68,leinster,-15872.13,1,2.3333333333333333,0.08
4777354,2013,01-05-2013,02-08-4944,2,MORTGAGE,3,Low,67500,1,14000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.75,D,4,34.51,17175.7485,14000,0,511.42,cannught,3175.7485,1,4.8214285714285714,0.14
7097111,2013,01-09-2013,20-10-4670,6.05,MORTGAGE,3,Low,45000,1,15000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.71,B,2,7.07,13491.61,11278.31,0,481.97,ulster,-1508.39,1,3.0000000000000000,0.14
1425591,2012,01-08-2012,14-06-4862,6,RENT,1,Low,42000,1,16000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.77,D,4,15.14,20756.12424,16000,0,576.6,ulster,4756.12424,1,2.6250000000000000,0.16
8984825,2013,01-11-2013,20-12-4971,4,RENT,1,Low,48273,1,21200, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,25.57,F,6,13.9,15733.7,5785.28,0,629.36,Northern-Irl,-5466.3,1,2.2770283018867925,0.14
32498823,2014,01-10-2014,20-12-4971,0.5,RENT,1,Low,35360,1,14125, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.49,C,3,19.45,6783.08,4782.06,0,486.13,leinster,-7341.92,1,2.5033628318584071,0.08
7071693,2013,01-10-2013,20-12-4971,1,MORTGAGE,3,Medium,175000,2,28000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,BAD LOAN,1,14.3,C,3,11.53,25030.73,18903.07,0,961.06,Northern-Irl,-2969.27,0,6.2500000000000000,0.14
8395949,2013,01-11-2013,25-04-4780,0.5,RENT,1,Low,25000,1,5000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.99,B,2,26.84,5473.841762,5000,0,166.05,Northern-Irl,473.841762,1,5.0000000000000000,0.14
8637347,2013,01-12-2013,07-12-4752,1,RENT,1,Low,95000,1,7000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,11.99,B,2,6.51,7134.65,7000,0,232.47,ulster,134.65,1,13.5714285714285714,0.14
1305299,2012,01-05-2012,21-07-4725,10,RENT,1,Low,50000,1,17600, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,17.99,D,4,13.3,19547.41,17600,0,636.2,ulster,1947.41,1,2.8409090909090909,0.16
37097437,2014,01-12-2014,20-10-4670,10,MORTGAGE,3,Low,52000,1,10000, 36 months,1,INDIVIDUAL,1,SMALL_BUSINESS,3,Low,1,GOOD LOAN,0,8.19,A,1,1.67,4080.7,3332.29,0,314.25,cannught,-5919.3,1,5.2000000000000000,0.08
27632316,2014,01-10-2014,20-10-4670,6,MORTGAGE,3,Low,38000,1,6000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,14.49,C,3,33.99,3097.5,2189.93,0,206.5,leinster,-2902.5,1,6.3333333333333333,0.08
2074742,2012,01-11-2012,08-12-4752,0.5,OWN,2,Low,17000,1,4500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,14.09,B,2,10.94,5501.754758,4500,0,154,cannught,1001.754758,1,3.7777777777777778,0.16
27671965,2014,01-09-2014,20-10-4670,10,MORTGAGE,3,Low,65000,1,10200, 60 months,2,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,19.52,E,5,24.52,4280.48,1839.99,0,267.53,leinster,-5919.52,1,6.3725490196078431,0.08
3294673,2013,01-02-2013,18-03-4917,10,RENT,1,Low,60000,1,20000, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,16.29,C,3,18.7,15658.08,8660.23,0,489.45,Northern-Irl,-4341.92,0,3.0000000000000000,0.14
6186017,2013,01-07-2013,10-09-4807,3,RENT,1,Low,80000,1,14000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.88,C,3,7.92,15806.06,14000,0,491.37,leinster,1806.06,1,5.7142857142857143,0.14
27671472,2014,01-10-2014,20-10-4670,10,MORTGAGE,3,Medium,120000,2,28000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,7.12,A,1,16.04,12991.5,10947.49,0,866.1,ulster,-15008.5,1,4.2857142857142857,0.08
1637430,2012,01-11-2012,07-12-4752,6.05,MORTGAGE,3,Low,75000,1,14400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,12.12,B,2,13.86,16389.81501,14400,0,479.12,Northern-Irl,1989.81501,1,5.2083333333333333,0.16
30825749,2014,01-10-2014,18-03-4917,5,MORTGAGE,3,Medium,108000,2,26850, 60 months,2,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,BAD LOAN,1,19.52,E,5,27.92,8377.73,3516.86,0,704.21,ulster,-18472.27,0,4.0223463687150838,0.08
7711412,2013,01-10-2013,20-10-4670,10,MORTGAGE,3,Low,32420,1,9000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,9.99,B,2,8.96,7836.99,6490.25,0,290.37,leinster,-1163.01,1,3.6022222222222222,0.14
1428960,2012,01-08-2012,26-01-4835,2,RENT,1,Low,32000,1,11150, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,13.11,B,2,13.26,13186.74514,11150,0,376.28,munster,2036.74514,1,2.8699551569506726,0.16
388647,2009,01-04-2009,04-12-4752,0.5,RENT,1,Low,24000,1,5075, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,18.21,F,6,6.85,6419.03,5075,0,184.02,munster,1344.03,1,4.7290640394088670,0.14
9776284,2013,01-12-2013,23-07-4725,10,RENT,1,High,225000,3,14400, 36 months,1,INDIVIDUAL,1,CAR,2,Low,1,GOOD LOAN,0,7.9,A,1,11.59,15584.77558,14400,0,450.58,leinster,1184.77558,1,15.6250000000000000,0.14
6550565,2013,01-08-2013,20-10-4670,10,MORTGAGE,3,Low,67000,1,12000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,9.71,B,2,23.45,11178.34,9383.78,0,385.58,cannught,-821.66,1,5.5833333333333333,0.14
8617200,2013,01-11-2013,20-12-4971,3,RENT,1,Medium,132980,2,30000, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,13.67,B,2,12.77,27182.88,21098.33,0,1020.53,munster,-2817.12,1,4.4326666666666667,0.14
28544002,2014,01-10-2014,20-10-4670,0.5,MORTGAGE,3,Low,37000,1,14400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,10.15,B,2,26.31,6985.05,5474.93,0,465.67,munster,-7414.95,1,2.5694444444444444,0.08
4694808,2013,01-05-2013,20-10-4670,2,RENT,1,Low,68000,1,30400, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,High,2,GOOD LOAN,0,15.8,C,3,9.85,34104.96,26273.83,0,1065.78,ulster,3704.96,1,2.2368421052631579,0.14
3484817,2013,01-02-2013,25-01-4835,10,OWN,2,Low,97000,1,18000, 60 months,2,INDIVIDUAL,1,MAJOR_PURCHASE,8,High,2,GOOD LOAN,0,17.27,C,3,8.41,19019.56,18000,0,449.97,Northern-Irl,1019.56,1,5.3888888888888889,0.14
505763,2010,01-04-2010,23-04-4780,0.5,MORTGAGE,3,Low,60000,1,10000, 36 months,1,INDIVIDUAL,1,WEDDING,5,High,2,GOOD LOAN,0,13.85,C,3,21.52,12274.22,10000,0,341.04,Northern-Irl,2274.22,1,6.0000000000000000,0.15
33200988,2014,01-11-2014,20-10-4670,1,RENT,1,Medium,105000,2,6000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,8.39,A,1,3.79,2844.6,2366.95,0,189.1,ulster,-3155.4,1,17.5000000000000000,0.08
9505060,2013,01-12-2013,20-12-4971,10,MORTGAGE,3,Low,90000,1,20000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,6.62,A,1,7.69,14733.92,12885.58,0,614.08,ulster,-5266.08,1,4.5000000000000000,0.14
27532103,2014,01-09-2014,20-12-4971,10,MORTGAGE,3,Low,50323,1,9275, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,GOOD LOAN,0,15.61,D,4,22.92,4864.5,3349.18,0,324.3,leinster,-4410.5,1,5.4256603773584906,0.08
4555002,2013,01-05-2013,20-10-4670,3,MORTGAGE,3,Medium,135000,2,24000, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,13.11,B,2,14.94,25913.44,20843.94,0,809.93,munster,1913.44,1,5.6250000000000000,0.14
36520224,2014,01-12-2014,20-10-4670,4,MORTGAGE,3,Medium,128000,2,23800, 60 months,2,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,8.67,B,2,14.5,6350.32,4322.05,0,490.25,Northern-Irl,-17449.68,1,5.3781512605042017,0.08
34343137,2014,01-11-2014,20-10-4670,1,RENT,1,Low,60000,1,4500, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,11.44,B,2,17.58,2074.62,1570.17,0,148.27,Northern-Irl,-2425.38,1,13.3333333333333333,0.08
4195898,2013,01-05-2013,02-08-4944,10,OWN,2,Low,25000,1,6625, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,High,2,BAD LOAN,1,15.8,C,3,19.34,4706.67,2921.76,529.95,232.27,munster,-1918.33,0,3.7735849056603774,0.14
2475429,2012,01-12-2012,30-10-4889,10,RENT,1,Low,62000,1,10000, 36 months,1,INDIVIDUAL,1,HOME_IMPROVEMENT,7,High,2,GOOD LOAN,0,15.31,C,3,10.63,12526.5,10000,0,348.18,Northern-Irl,2526.5,1,6.2000000000000000,0.16
5625019,2013,01-07-2013,20-10-4670,10,OWN,2,Low,36302,1,15875, 36 months,1,INDIVIDUAL,1,CREDIT_CARD,1,Low,1,GOOD LOAN,0,12.35,B,2,29.32,15889.45,12800.79,0,529.94,leinster,14.45,1,2.2867401574803150,0.14
9198215,2013,01-12-2013,20-10-4670,2,MORTGAGE,3,Low,100000,1,17325, 36 months,1,INDIVIDUAL,1,DEBT_CONSOLIDATION,6,Low,1,GOOD LOAN,0,7.9,A,1,26.59,13552.75,11591.01,0,542.11,leinster,-3772.25,1,5.7720057720057720,0.14
